rid,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q1,Q2,Q3,Q4,Q64
2e3e0d16-3867-4e64-824d-ea93095c9808,38,0.0,United States of America,Illinois,United States of America,Illinois,Other,Sometimes,0,26-100,1.0,,2e3e0d16-3867-4e64-824d-ea93095c9808
2d495eb2-6ce0-4753-b911-49f608cde2e3,29,1.0,Canada,,Canada,,Front-end Developer,Never,0,26-100,1.0,,2d495eb2-6ce0-4753-b911-49f608cde2e3
cda6ad2e-c59e-42e8-94ac-74c272c863b4,28,1.0,United Kingdom,,United Kingdom,,Designer,Always,0,500-1000,1.0,,cda6ad2e-c59e-42e8-94ac-74c272c863b4
87691b0a-9dd3-4670-b184-3514629ce58a,29,1.0,United Kingdom,,United States of America,Washington,Supervisor/Team Lead/Back-end Developer/Front-end Developer,Always,0,6-25,1.0,,87691b0a-9dd3-4670-b184-3514629ce58a
5e0c9012-3eb4-46df-bdba-6397c5e6b7d7,40,1.0,United States of America,New York,United States of America,New York,Dev Evangelist/Advocate,Always,0,More than 1000,1.0,,5e0c9012-3eb4-46df-bdba-6397c5e6b7d7
dc0b7130-71c1-423b-b5ee-82a116629b51,25,0.0,United States of America,Michigan,United States of America,Michigan,Front-end Developer/Supervisor/Team Lead,Sometimes,0,26-100,1.0,,dc0b7130-71c1-423b-b5ee-82a116629b51
19b38006-6389-4453-828d-8887eda4711a,29,1.0,Sweden,,Sweden,,Back-end Developer,Sometimes,1,,,,19b38006-6389-4453-828d-8887eda4711a
5cca2ace-f206-48df-82a9-a2532bd216a0,29,0.0,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead/DevOps/SysAdmin,Sometimes,0,26-100,1.0,,5cca2ace-f206-48df-82a9-a2532bd216a0
a280536b-f215-4f86-b74e-97b7b9f5c9b5,35,1.0,Netherlands,,Netherlands,,Supervisor/Team Lead/DevOps/SysAdmin/Back-end Developer/Designer/Front-end Developer,Sometimes,0,1-5,1.0,,a280536b-f215-4f86-b74e-97b7b9f5c9b5
37c904ce-2466-412f-aaa4-216e7d8dd7fc,25,1.0,United States of America,New York,United States of America,New York,Back-end Developer/Front-end Developer,Sometimes,1,,,,37c904ce-2466-412f-aaa4-216e7d8dd7fc
75167ab4-b33b-43ba-9cd4-5a1ac6fa23b2,43,1.0,United States of America,Virginia,United States of America,Virginia,DevOps/SysAdmin,Sometimes,0,26-100,1.0,,75167ab4-b33b-43ba-9cd4-5a1ac6fa23b2
b4383b96-ddcd-4cf5-b924-bc8a4f525808,26,1.0,Ireland,,Ireland,,Front-end Developer/Back-end Developer/DevOps/SysAdmin,Never,0,6-25,1.0,,b4383b96-ddcd-4cf5-b924-bc8a4f525808
b9fe9643-963c-48d3-b84f-32f3e3464ce5,31,1.0,Germany,,Germany,,Back-end Developer,Never,0,100-500,1.0,,b9fe9643-963c-48d3-b84f-32f3e3464ce5
fedefb5c-2140-451a-bda2-025888852f96,31,0.0,United States of America,Illinois,United States of America,Illinois,Other,Always,0,100-500,1.0,,fedefb5c-2140-451a-bda2-025888852f96
2169f28b-776f-4e53-8941-8726681fc929,45,0.0,United States of America,Texas,United States of America,Texas,DevOps/SysAdmin/Back-end Developer,Always,0,More than 1000,0.0,1.0,2169f28b-776f-4e53-8941-8726681fc929
cc1373c2-18af-47b5-80b1-fa6d84491505,23,1.0,Italy,,Italy,,Front-end Developer/Back-end Developer/DevOps/SysAdmin,Never,0,More than 1000,1.0,,cc1373c2-18af-47b5-80b1-fa6d84491505
4f4ece29-54ce-4380-ba0d-bb6138367d5a,39,1.0,United States of America,Rhode Island,United States of America,Rhode Island,Supervisor/Team Lead,Never,0,6-25,1.0,,4f4ece29-54ce-4380-ba0d-bb6138367d5a
ae632cca-337d-4960-b1bd-e92a7646ba0d,27,0.0,United States of America,Illinois,United States of America,Illinois,Other,Sometimes,0,26-100,1.0,,ae632cca-337d-4960-b1bd-e92a7646ba0d
56362a3b-bac1-496d-ac7a-f30b47b9dd3d,28,1.0,United States of America,Illinois,United States of America,Illinois,Back-end Developer/Front-end Developer,Sometimes,0,100-500,1.0,,56362a3b-bac1-496d-ac7a-f30b47b9dd3d
b3111a54-4b8f-45d1-b6f9-4c810dfd018a,36,1.0,United States of America,Pennsylvania,United States of America,Pennsylvania,Dev Evangelist/Advocate/DevOps/SysAdmin,Always,0,500-1000,1.0,,b3111a54-4b8f-45d1-b6f9-4c810dfd018a
59551d58-f657-4904-962c-a853c947a982,22,1.0,Germany,,Germany,,Back-end Developer,Never,0,100-500,1.0,,59551d58-f657-4904-962c-a853c947a982
622fea21-3de1-4db1-a29e-dd0997ea3765,51,1.0,United States of America,California,United States of America,California,Support/Back-end Developer/Front-end Developer,Never,0,1-5,1.0,,622fea21-3de1-4db1-a29e-dd0997ea3765
d6c2f54c-884d-4046-80a6-42cb6ff4c3ea,39,1.0,Denmark,,Denmark,,Front-end Developer/Back-end Developer/DevOps/SysAdmin,Sometimes,1,,,,d6c2f54c-884d-4046-80a6-42cb6ff4c3ea
e1b302c3-a321-47ed-b3d3-21e11be966c8,36,1.0,United States of America,Oregon,United States of America,Oregon,One-person shop/Front-end Developer/Back-end Developer/Supervisor/Team Lead/Executive Leadership,Sometimes,1,,,,e1b302c3-a321-47ed-b3d3-21e11be966c8
c12e8956-5538-4322-a25b-988539e12793,28,1.0,United States of America,Kansas,United States of America,Kansas,DevOps/SysAdmin/Support,Sometimes,0,More than 1000,0.0,1.0,c12e8956-5538-4322-a25b-988539e12793
3b427a3a-2821-41ce-bc26-d2b4881b655f,40,1.0,United States of America,Illinois,United States of America,Illinois,Dev Evangelist/Advocate/Back-end Developer/Designer/Front-end Developer,Always,0,100-500,1.0,,3b427a3a-2821-41ce-bc26-d2b4881b655f
a81a6c01-b337-4f90-9c7a-f1d82d6331bb,35,0.0,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead/Back-end Developer,Sometimes,0,26-100,1.0,,a81a6c01-b337-4f90-9c7a-f1d82d6331bb
ad1f1b57-63ca-4f1e-bf5a-32db0c333078,38,1.0,United States of America,California,United States of America,California,Supervisor/Team Lead,Never,0,100-500,1.0,,ad1f1b57-63ca-4f1e-bf5a-32db0c333078
3b081774-1aed-42b3-ba73-e739cdcef3a7,29,1.0,United States of America,Michigan,United States of America,California,Back-end Developer,Always,0,100-500,1.0,,3b081774-1aed-42b3-ba73-e739cdcef3a7
50f3fa3c-f095-4020-bde9-d5d8ea15f06e,43,1.0,Netherlands,,Netherlands,,Designer,Sometimes,1,,,,50f3fa3c-f095-4020-bde9-d5d8ea15f06e
355bd75c-14c1-4f85-a646-49fa962390c5,31,0.0,United States of America,Oregon,United States of America,Oregon,Back-end Developer,Always,0,500-1000,1.0,,355bd75c-14c1-4f85-a646-49fa962390c5
9c48a925-ceaf-41c4-b34a-66b72760fb55,45,1.0,United States of America,Vermont,United States of America,Vermont,Other,Sometimes,0,100-500,1.0,,9c48a925-ceaf-41c4-b34a-66b72760fb55
19be8581-cc8e-4d63-96fc-08b8f46af896,26,1.0,United States of America,Texas,United States of America,Texas,Other/Dev Evangelist/Advocate/Sales/Back-end Developer/Front-end Developer,Sometimes,0,100-500,1.0,,19be8581-cc8e-4d63-96fc-08b8f46af896
830eed07-b61e-412a-b3aa-17216254cb2d,42,1.0,United States of America,Maryland,United States of America,Maryland,DevOps/SysAdmin/Dev Evangelist/Advocate/Supervisor/Team Lead/Executive Leadership,Always,0,100-500,1.0,,830eed07-b61e-412a-b3aa-17216254cb2d
a754d919-869d-47b8-b384-37c4cb2ba3b9,28,0.0,United States of America,New York,United States of America,New York,Support,Always,0,100-500,1.0,,a754d919-869d-47b8-b384-37c4cb2ba3b9
e265ece1-d3d8-4b4e-af56-94ca2b1cf761,28,1.0,United Kingdom,,United Kingdom,,One-person shop,Sometimes,0,6-25,1.0,,e265ece1-d3d8-4b4e-af56-94ca2b1cf761
03d33b48-4b9c-45ec-8813-f56aade38588,39,0.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,100-500,1.0,,03d33b48-4b9c-45ec-8813-f56aade38588
d19289af-cb41-4b37-b3ef-a1bf4cacef7f,34,1.0,United States of America,New York,United States of America,New York,Supervisor/Team Lead/DevOps/SysAdmin/Back-end Developer/Designer,Sometimes,0,6-25,1.0,,d19289af-cb41-4b37-b3ef-a1bf4cacef7f
04b35214-df6b-4c4c-98b7-4a7beaf0b464,28,0.0,United States of America,Pennsylvania,United States of America,Pennsylvania,Support/Back-end Developer,Always,0,26-100,1.0,,04b35214-df6b-4c4c-98b7-4a7beaf0b464
2d77e5e2-4d21-42d4-950d-abf4d5f7b962,35,0.0,United States of America,California,United States of America,California,Supervisor/Team Lead,Sometimes,0,500-1000,1.0,,2d77e5e2-4d21-42d4-950d-abf4d5f7b962
255c4cf3-14c2-4a88-b02d-4dad7362fde5,42,1.0,Canada,,Canada,,HR/Supervisor/Team Lead/Executive Leadership,Sometimes,0,6-25,1.0,,255c4cf3-14c2-4a88-b02d-4dad7362fde5
805394a7-2e6b-4d64-b63d-56e5ee97bcb6,99,0.5,United States of America,Michigan,United States of America,Michigan,Supervisor/Team Lead,Sometimes,0,6-25,1.0,,805394a7-2e6b-4d64-b63d-56e5ee97bcb6
83083e67-1da8-46ba-9dfa-655d2db355ee,29,1.0,United Kingdom,,United Kingdom,,Back-end Developer,Always,1,,,,83083e67-1da8-46ba-9dfa-655d2db355ee
c2a4261d-bc12-43e2-9a06-3f93b0aada62,34,1.0,Finland,,Finland,,Other/Front-end Developer/Back-end Developer/Sales/DevOps/SysAdmin/Dev Evangelist/Advocate,Sometimes,1,,,,c2a4261d-bc12-43e2-9a06-3f93b0aada62
3b1b4673-37ca-4cde-997b-d104e005eed8,28,1.0,Canada,,Canada,,Front-end Developer/Back-end Developer,Always,0,26-100,1.0,,3b1b4673-37ca-4cde-997b-d104e005eed8
041ee7bf-508c-4c38-aca6-99564ae436f5,22,0.0,Russia,,Russia,,Other,Sometimes,0,500-1000,1.0,,041ee7bf-508c-4c38-aca6-99564ae436f5
e1b512cd-5cbe-41a2-a586-ed4ae4bc7f07,28,0.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,26-100,1.0,,e1b512cd-5cbe-41a2-a586-ed4ae4bc7f07
4bb327bf-3eee-44e0-9d3d-1c52ea7ae46f,26,0.0,United States of America,Illinois,United States of America,Illinois,One-person shop,Always,1,,,,4bb327bf-3eee-44e0-9d3d-1c52ea7ae46f
8b95323e-058e-46f7-b1c1-09faea98a680,21,0.0,Australia,,Australia,,Other,Never,0,More than 1000,0.0,1.0,8b95323e-058e-46f7-b1c1-09faea98a680
db299268-bc46-4a66-b627-5b9300da5021,38,1.0,Netherlands,,Netherlands,,Back-end Developer,Never,0,26-100,1.0,,db299268-bc46-4a66-b627-5b9300da5021
3bb95440-69f9-43b1-9d47-19527e90c2bb,33,1.0,United States of America,California,United States of America,California,DevOps/SysAdmin,Sometimes,0,More than 1000,0.0,1.0,3bb95440-69f9-43b1-9d47-19527e90c2bb
69dc292f-1154-4522-8747-0bfe7d4f2505,28,0.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,100-500,1.0,,69dc292f-1154-4522-8747-0bfe7d4f2505
23263420-ebbb-4619-b9b6-c8584609ba7c,32,1.0,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Sometimes,0,26-100,1.0,,23263420-ebbb-4619-b9b6-c8584609ba7c
4f627ad1-7b5f-4072-b78b-acb99fa292d7,24,0.0,Australia,,Australia,,Front-end Developer,Sometimes,0,1-5,1.0,,4f627ad1-7b5f-4072-b78b-acb99fa292d7
2d661021-09db-4dc5-8286-0d5b6ad73827,35,1.0,United States of America,California,United States of America,California,Other,Always,0,500-1000,1.0,,2d661021-09db-4dc5-8286-0d5b6ad73827
41ad776b-8ea7-4aa7-a8ac-3351d1562ba4,41,1.0,United States of America,California,Turkey,,Supervisor/Team Lead,Sometimes,1,,,,41ad776b-8ea7-4aa7-a8ac-3351d1562ba4
0f03ed40-8104-488f-a71b-8511c5a42b1b,38,0.0,United States of America,New Jersey,United States of America,New Jersey,HR,Always,1,,,,0f03ed40-8104-488f-a71b-8511c5a42b1b
86146dd9-6c5d-40c4-90a6-23c87e48b5e3,24,0.0,United States of America,New York,United States of America,New York,Back-end Developer,Sometimes,0,More than 1000,1.0,,86146dd9-6c5d-40c4-90a6-23c87e48b5e3
307cf173-4fbf-4020-8757-08f7219dd773,30,1.0,United States of America,Illinois,United States of America,Illinois,Back-end Developer,Sometimes,0,100-500,1.0,,307cf173-4fbf-4020-8757-08f7219dd773
cc4bc156-a938-4412-b184-88fdfa9307fc,47,0.0,United States of America,California,United States of America,California,Sales,Sometimes,0,100-500,1.0,,cc4bc156-a938-4412-b184-88fdfa9307fc
67c86a57-eca4-476b-b339-d08d8c1bcf00,26,0.0,United States of America,Washington,United States of America,Washington,Front-end Developer,Never,0,More than 1000,1.0,,67c86a57-eca4-476b-b339-d08d8c1bcf00
95310b70-452d-4477-ac0f-b9136605718f,32,1.0,United States of America,Florida,United States of America,Florida,DevOps/SysAdmin/Supervisor/Team Lead,Always,0,100-500,1.0,,95310b70-452d-4477-ac0f-b9136605718f
226e7abf-b4c4-4912-a1c6-694fd33ade1e,32,1.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,100-500,1.0,,226e7abf-b4c4-4912-a1c6-694fd33ade1e
e9c77ce1-2049-4a0c-8245-b039a092fa7a,37,1.0,United States of America,New York,United States of America,New York,Supervisor/Team Lead,Always,0,500-1000,1.0,,e9c77ce1-2049-4a0c-8245-b039a092fa7a
4be8e8bd-a997-418e-b850-45a94aad7df8,33,1.0,Netherlands,,Netherlands,,Front-end Developer,Sometimes,1,,,,4be8e8bd-a997-418e-b850-45a94aad7df8
1c7c5934-b158-4aa0-9a1a-174d604dfe92,28,0.0,United Kingdom,,United Kingdom,,Sales,Sometimes,0,6-25,1.0,,1c7c5934-b158-4aa0-9a1a-174d604dfe92
e1cf354e-7463-43ce-9c61-0bda4a9de013,22,1.0,Netherlands,,Netherlands,,Back-end Developer,Never,0,26-100,1.0,,e1cf354e-7463-43ce-9c61-0bda4a9de013
ce41c25d-c537-497d-971f-b3cbb38c46ea,30,1.0,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Sometimes,0,500-1000,1.0,,ce41c25d-c537-497d-971f-b3cbb38c46ea
c9f4cdce-30c0-4a97-91e5-5be3a0e381ef,42,0.0,United States of America,California,United States of America,California,Other,Always,1,,,,c9f4cdce-30c0-4a97-91e5-5be3a0e381ef
108c0713-4147-4493-a308-d44315844996,34,1.0,United States of America,California,United States of America,California,Back-end Developer/DevOps/SysAdmin,Never,0,100-500,1.0,,108c0713-4147-4493-a308-d44315844996
652d2fc7-f56c-4281-941e-40f32a75bfd0,32,1.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,6-25,1.0,,652d2fc7-f56c-4281-941e-40f32a75bfd0
152852a1-9152-4da3-98fe-4a624e711d77,37,1.0,United Kingdom,,United Kingdom,,Support,Always,0,100-500,1.0,,152852a1-9152-4da3-98fe-4a624e711d77
16e561e0-86f0-4b20-aa96-dc88f47b3e99,31,0.0,United States of America,California,United States of America,California,One-person shop/Designer/Front-end Developer/Back-end Developer/Support/Dev Evangelist/Advocate,Always,1,,,,16e561e0-86f0-4b20-aa96-dc88f47b3e99
d5f97ea0-bf84-4662-9370-e60b3f04e034,31,1.0,United States of America,Florida,United States of America,California,Dev Evangelist/Advocate/Support/Back-end Developer,Always,0,26-100,1.0,,d5f97ea0-bf84-4662-9370-e60b3f04e034
43d5328c-11be-4010-9aed-496943ace0b0,26,1.0,Colombia,,Colombia,,Front-end Developer,Always,0,26-100,0.0,1.0,43d5328c-11be-4010-9aed-496943ace0b0
cf4589c7-0840-4acc-b796-07a57b877cec,30,1.0,United States of America,California,United States of America,California,One-person shop,Sometimes,1,,,,cf4589c7-0840-4acc-b796-07a57b877cec
b8c6b395-2274-45e3-a825-d64c31d3a5de,36,1.0,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead/Back-end Developer,Sometimes,0,100-500,1.0,,b8c6b395-2274-45e3-a825-d64c31d3a5de
8684a56b-552a-41ad-8b25-5e6a7b3672a7,38,1.0,United States of America,Missouri,United States of America,California,Back-end Developer,Always,0,100-500,1.0,,8684a56b-552a-41ad-8b25-5e6a7b3672a7
65cb9709-dade-4f35-a041-189ca5e64f89,24,1.0,United States of America,Alabama,United States of America,Alabama,Back-end Developer/Front-end Developer,Sometimes,0,26-100,1.0,,65cb9709-dade-4f35-a041-189ca5e64f89
844a7300-5640-482c-a46e-45b805128ee9,26,1.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,100-500,1.0,,844a7300-5640-482c-a46e-45b805128ee9
73d1ee4e-6bbf-4599-aa6b-e245a5a17af0,37,1.0,United States of America,California,United States of America,California,Dev Evangelist/Advocate/DevOps/SysAdmin,Never,0,More than 1000,1.0,,73d1ee4e-6bbf-4599-aa6b-e245a5a17af0
982c385b-9f5c-4c38-97ae-3fdeb5a52756,27,0.0,United Kingdom,,United Kingdom,,Designer,Never,0,26-100,1.0,,982c385b-9f5c-4c38-97ae-3fdeb5a52756
2da6ac12-5023-41ac-824d-db018275b0ed,32,1.0,Switzerland,,Switzerland,,One-person shop/Back-end Developer/Sales/DevOps/SysAdmin/Executive Leadership,Always,1,,,,2da6ac12-5023-41ac-824d-db018275b0ed
e56dd5bc-c290-4454-9302-cf3a816708c2,32,1.0,Netherlands,,Netherlands,,Back-end Developer,Never,0,26-100,1.0,,e56dd5bc-c290-4454-9302-cf3a816708c2
8ae45469-6f70-4ea8-a2f6-7c761892696f,30,1.0,Netherlands,,Netherlands,,Front-end Developer/Back-end Developer/Support/DevOps/SysAdmin,Never,0,6-25,0.0,1.0,8ae45469-6f70-4ea8-a2f6-7c761892696f
f82bc029-ed6d-4236-9c5b-3f2f8bbfbe33,26,0.0,Germany,,Germany,,Dev Evangelist/Advocate,Always,0,26-100,1.0,,f82bc029-ed6d-4236-9c5b-3f2f8bbfbe33
17e5de6b-6a59-4976-8a00-409c78bdcaf7,27,0.0,United Kingdom,,United Kingdom,,Back-end Developer/DevOps/SysAdmin/Supervisor/Team Lead/Other,Never,1,,,,17e5de6b-6a59-4976-8a00-409c78bdcaf7
fc1a2478-fd36-4602-a3ff-a1e120e78a86,27,1.0,Netherlands,,Netherlands,,One-person shop,Always,1,,,,fc1a2478-fd36-4602-a3ff-a1e120e78a86
154d36a5-89c0-4fc6-8876-8a6dcb809f7d,29,1.0,Colombia,,Colombia,,Back-end Developer,Always,0,26-100,1.0,,154d36a5-89c0-4fc6-8876-8a6dcb809f7d
ca719f99-1e7d-4fbc-9fa1-2691461349c7,26,0.5,Germany,,Germany,,Back-end Developer/DevOps/SysAdmin,Never,0,26-100,1.0,,ca719f99-1e7d-4fbc-9fa1-2691461349c7
2755d29b-e804-47da-ac77-619b6a531373,23,0.0,United States of America,California,United States of America,California,Back-end Developer,Never,0,100-500,1.0,,2755d29b-e804-47da-ac77-619b6a531373
28295ff9-49cf-4300-8690-095dcdacac6f,30,1.0,United States of America,California,United States of America,California,Supervisor/Team Lead/Support,Sometimes,0,100-500,1.0,,28295ff9-49cf-4300-8690-095dcdacac6f
fee54f47-b2d9-449b-a001-10b018a66e72,40,1.0,United States of America,Indiana,United States of America,Indiana,Supervisor/Team Lead,Sometimes,0,More than 1000,0.0,1.0,fee54f47-b2d9-449b-a001-10b018a66e72
a62f514a-0cb6-48b2-a65e-61e919be993a,46,1.0,United States of America,California,United States of America,California,Supervisor/Team Lead/Support,Sometimes,0,100-500,1.0,,a62f514a-0cb6-48b2-a65e-61e919be993a
a3a06d4d-c2c7-498e-aa41-3f6474383887,26,1.0,United States of America,Colorado,United States of America,Colorado,Back-end Developer,Sometimes,0,26-100,1.0,,a3a06d4d-c2c7-498e-aa41-3f6474383887
35b8691b-3073-470f-be9a-0a5857a9d751,30,1.0,United States of America,California,United States of America,California,DevOps/SysAdmin,Sometimes,0,More than 1000,1.0,,35b8691b-3073-470f-be9a-0a5857a9d751
055e2683-26f7-4093-ac95-f3fa53b4c558,27,0.0,Canada,,United States of America,California,Back-end Developer,Always,0,100-500,1.0,,055e2683-26f7-4093-ac95-f3fa53b4c558
5c1154d2-648e-4e94-8f35-69e979cdd152,35,1.0,United States of America,Florida,United States of America,Indiana,Executive Leadership,Always,1,,,,5c1154d2-648e-4e94-8f35-69e979cdd152
de22c63b-2ea9-4a3f-9a28-13f75a24d023,26,0.0,United States of America,California,United States of America,California,HR/Dev Evangelist/Advocate/Sales,Sometimes,0,26-100,1.0,,de22c63b-2ea9-4a3f-9a28-13f75a24d023
b42dd52e-78aa-4e1d-8180-67d9bf836625,35,1.0,Australia,,Australia,,Back-end Developer,Always,0,100-500,1.0,,b42dd52e-78aa-4e1d-8180-67d9bf836625
b1769194-9858-4455-9ab7-6eeaf025e4e7,29,1.0,Netherlands,,Netherlands,,DevOps/SysAdmin/Back-end Developer,Never,0,26-100,0.0,1.0,b1769194-9858-4455-9ab7-6eeaf025e4e7
a0ec60d9-8c1d-4704-8156-809297b9dd2e,34,1.0,United Kingdom,,United Kingdom,,Back-end Developer/Dev Evangelist/Advocate/Supervisor/Team Lead,Sometimes,0,100-500,1.0,,a0ec60d9-8c1d-4704-8156-809297b9dd2e
fe580490-4f30-4bc5-9163-28a6e873ccd6,27,1.0,United States of America,California,United States of America,California,DevOps/SysAdmin/One-person shop,Sometimes,1,,,,fe580490-4f30-4bc5-9163-28a6e873ccd6
af1e21f6-2433-4e82-8564-92953e0a7cb7,39,1.0,United Kingdom,,United Kingdom,,Executive Leadership,Sometimes,0,100-500,1.0,,af1e21f6-2433-4e82-8564-92953e0a7cb7
0a2ce498-f210-4315-ba9a-1556491f42ed,27,1.0,United Kingdom,,United Kingdom,,Back-end Developer/DevOps/SysAdmin,Sometimes,0,100-500,1.0,,0a2ce498-f210-4315-ba9a-1556491f42ed
c159a76c-de79-428e-ad59-e0da418c1afb,31,1.0,Czech Republic,,Czech Republic,,Supervisor/Team Lead,Sometimes,0,500-1000,1.0,,c159a76c-de79-428e-ad59-e0da418c1afb
c13cf470-2b30-4a21-880b-5d720553899a,26,1.0,United Kingdom,,United Kingdom,,Supervisor/Team Lead/Front-end Developer/Back-end Developer,Never,0,26-100,0.0,1.0,c13cf470-2b30-4a21-880b-5d720553899a
28f4367f-0e05-4d66-b8ba-e3429b875fe6,44,1.0,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer,Always,0,26-100,1.0,,28f4367f-0e05-4d66-b8ba-e3429b875fe6
c05ccbd8-fc94-44a3-b1e9-8bfe26450bd0,27,1.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,100-500,1.0,,c05ccbd8-fc94-44a3-b1e9-8bfe26450bd0
b9bf758e-ef57-411d-bbd9-44160a966c28,57,0.0,United States of America,Iowa,United States of America,Iowa,Back-end Developer/Front-end Developer/Designer,Sometimes,0,100-500,0.0,1.0,b9bf758e-ef57-411d-bbd9-44160a966c28
81b82566-d2cd-42e2-ad83-fec81666b4f0,34,1.0,Canada,,United States of America,Illinois,Executive Leadership,Sometimes,1,,,,81b82566-d2cd-42e2-ad83-fec81666b4f0
5dc1960f-301f-4aec-9c10-cb09c5a914de,38,1.0,United States of America,Ohio,United States of America,Ohio,One-person shop/Back-end Developer/Other,Sometimes,1,,,,5dc1960f-301f-4aec-9c10-cb09c5a914de
7f262e9a-a085-4f2d-a02e-ba31eb49711c,55,1.0,United States of America,Illinois,United States of America,Illinois,One-person shop/Back-end Developer,Always,1,,,,7f262e9a-a085-4f2d-a02e-ba31eb49711c
ea79bdbf-10de-4940-a5c9-9ccae53e86ba,28,1.0,Costa Rica,,Costa Rica,,One-person shop/Back-end Developer,Sometimes,1,,,,ea79bdbf-10de-4940-a5c9-9ccae53e86ba
7344776d-da79-4e84-ad15-4bed3b0b60a8,35,1.0,United States of America,Michigan,United States of America,Michigan,Supervisor/Team Lead/DevOps/SysAdmin,Never,0,More than 1000,0.0,1.0,7344776d-da79-4e84-ad15-4bed3b0b60a8
e78a7f1c-470d-4644-86bd-f2da8e88d43c,26,1.0,United States of America,New York,United States of America,New York,Back-end Developer,Always,0,100-500,1.0,,e78a7f1c-470d-4644-86bd-f2da8e88d43c
7636446f-0b51-4d35-a629-10f47f22625b,22,0.0,United States of America,New York,United States of America,New York,Front-end Developer/Back-end Developer,Never,0,6-25,1.0,,7636446f-0b51-4d35-a629-10f47f22625b
d8503e00-76bc-4b8d-a804-b3fd911b2db2,31,1.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,100-500,1.0,,d8503e00-76bc-4b8d-a804-b3fd911b2db2
effad710-d978-4087-a0c0-1f1c2a6c46fd,31,1.0,United Kingdom,,United Kingdom,,Back-end Developer,Never,0,26-100,1.0,,effad710-d978-4087-a0c0-1f1c2a6c46fd
86002743-1365-4230-bb0f-32b45631728f,40,1.0,Germany,,Germany,,Executive Leadership,Sometimes,1,,,,86002743-1365-4230-bb0f-32b45631728f
13a7a214-8850-474a-855a-5d8889ae3d48,26,1.0,United States of America,New York,United States of America,New York,DevOps/SysAdmin/Support/Back-end Developer/Front-end Developer,Sometimes,0,More than 1000,0.0,1.0,13a7a214-8850-474a-855a-5d8889ae3d48
89729499-b06e-4673-8272-4c7c33289d53,36,1.0,United States of America,Georgia,United States of America,Georgia,One-person shop,Sometimes,0,1-5,1.0,,89729499-b06e-4673-8272-4c7c33289d53
0d23b3e5-85a3-47ca-b388-7fedaf6ae891,33,1.0,United States of America,Illinois,United States of America,Illinois,Supervisor/Team Lead/DevOps/SysAdmin/Back-end Developer,Sometimes,0,26-100,1.0,,0d23b3e5-85a3-47ca-b388-7fedaf6ae891
b749bebd-26c9-4564-bce4-304cd348606b,24,0.0,United States of America,New York,United States of America,New York,Back-end Developer/Front-end Developer,Sometimes,0,500-1000,1.0,,b749bebd-26c9-4564-bce4-304cd348606b
b8e56cc6-2d54-4ab0-bd8b-30dc10e33565,22,1.0,Vietnam,,Vietnam,,Front-end Developer/Back-end Developer,Sometimes,0,6-25,1.0,,b8e56cc6-2d54-4ab0-bd8b-30dc10e33565
6a302107-b943-4daf-8c0a-d01a23c22f04,33,1.0,United States of America,Indiana,United States of America,Indiana,Supervisor/Team Lead/DevOps/SysAdmin/Support,Always,0,6-25,1.0,,6a302107-b943-4daf-8c0a-d01a23c22f04
348821fe-2c23-4abc-a1f9-61460420c54a,37,0.0,United States of America,California,United States of America,California,Support,Sometimes,0,More than 1000,1.0,,348821fe-2c23-4abc-a1f9-61460420c54a
ba46b3f3-9470-4736-a2a6-95ce961f563f,29,1.0,United States of America,Washington,United States of America,Ohio,Supervisor/Team Lead/DevOps/SysAdmin/Back-end Developer/Front-end Developer,Always,0,6-25,1.0,,ba46b3f3-9470-4736-a2a6-95ce961f563f
4d90bdd2-b8d3-4c52-b901-17e1cafa67a7,38,1.0,United States of America,Tennessee,United States of America,Tennessee,Back-end Developer,Sometimes,0,1-5,0.0,1.0,4d90bdd2-b8d3-4c52-b901-17e1cafa67a7
fc1ae12e-f949-492e-a105-e668a51ce741,33,1.0,United States of America,Minnesota,United States of America,Minnesota,DevOps/SysAdmin/Back-end Developer,Sometimes,0,1-5,1.0,,fc1ae12e-f949-492e-a105-e668a51ce741
7d7a4f2a-85d5-49ff-af86-9bf81081c06c,44,0.0,Canada,,Canada,,Executive Leadership,Always,0,1-5,1.0,,7d7a4f2a-85d5-49ff-af86-9bf81081c06c
39903979-fcfa-489a-b9d3-2a8da8085d99,23,1.0,United States of America,Minnesota,United States of America,Minnesota,Back-end Developer,Sometimes,0,6-25,0.0,1.0,39903979-fcfa-489a-b9d3-2a8da8085d99
